t u u_err g g_err r r_err i i_err z z_err Y Y_err
82.82828282828284 31.23913829456247 0.36494767527075606 29.64933200696341 0.3760411448141043 27.89795605429082 0.11817299714657627 27.572270035596798 0.10014712718809195 28.425936083942943 0.17428739751653546 27.03799522749587 0.2955157309023934
83.83838383838385 31.25566108069955 0.36881209238594237 29.667612920508592 0.38070229841829795 27.91743305467406 0.12410305124769498 27.58873474589233 0.1044097826120798 28.44135088685566 0.17623058718804754 27.052089602209673 0.3053486887122187
84.84848484848486 31.27761159513124 0.3741814905515884 29.69193282822821 0.3871558540471683 27.94365623675618 0.1336109197644824 27.610886519168723 0.11185819603352591 28.461981299885462 0.18031901715283255 27.071285758469436 0.3157080465869443
85.85858585858587 31.30352967714473 0.3808423454991389 29.7206706757578 0.3951179436392258 27.974981471103444 0.14560608049131668 27.637331110506857 0.12156253370650898 28.486493502399146 0.1861692525905023 27.094451568828543 0.3264905386966479
86.86868686868688 31.331881347560277 0.3887251480600853 29.752123508735174 0.40447558204801237 28.00968514854181 0.1595961225792328 27.666606679621324 0.1330808305165099 28.51348770951128 0.19362268667392124 27.120402810556964 0.33769840623727015
87.87878787878789 31.360959576137127 0.39778704032464446 29.784396345862362 0.4151445539458298 28.045855675069845 0.1752490581612079 27.697091603103427 0.14610256426093218 28.54140882486058 0.2025502415817843 27.147830792179136 0.349353494450064
88.8888888888889 31.38940627008983 0.4079857649999068 29.815981401527992 0.42705278952248843 28.081964299856427 0.19233829261778046 27.727489450832884 0.16040973393217925 28.569016424381516 0.21283811218615448 27.1756831975783 0.3614837531601397
89.89898989898991 31.416796215959483 0.41909278062923583 29.846406036992416 0.4399326739307746 28.117504053967437 0.21029118284702739 27.75737180780206 0.1754902962037393 28.595910657011437 0.22412284542349467 27.20359065662793 0.3740054857189656
90.90909090909092 31.442847043460596 0.430915006952889 29.875356133412197 0.4535643142523051 28.152125287047898 0.2287478424015721 27.786443855629443 0.19102112981425146 28.621820730734864 0.23612632039535664 27.23128958710601 0.38685574599420547
91.91919191919193 31.46727492118507 0.44336856606897934 29.902515968810423 0.46785741045852375 28.185477691763055 0.2476502962712261 27.81441016607325 0.2069437242281027 28.64647491926666 0.24875041355225333 27.258516666303457 0.40003402844852776
92.92929292929294 31.489794228103918 0.4564960948911001 29.92756785267822 0.48286942361458285 28.217209897576957 0.2671997809253033 27.840974358488758 0.22342569755157377 28.669600247254916 0.26208064033911466 27.28500852513848 0.413609652031682
93.93939393939395 31.51011722356641 0.4704675481434003 29.950191758925143 0.498804622661441 28.246969063735985 0.28780138620435325 27.86583875656335 0.24081174384036913 28.690922174474565 0.276366561883971 27.310501442369286 0.4277204849510366
94.94949494949496 31.527952772292167 0.4855665046328658 29.97006391009724 0.5159965590348691 28.27439944026531 0.30999822344646105 27.88870316818482 0.25956595036503366 28.710163429689903 0.291984723471093 27.334730351449586 0.4425640133824222
95.95959595959597 31.54293073655022 0.5021061392950668 29.986772868758937 0.5348089361500328 28.299059691837382 0.33427589727186857 27.909194642582975 0.2801036070193433 28.726975933361576 0.30930575279535605 27.357373692659927 0.4583366501991132
96.96969696969697 31.554852790377485 0.5202629514986238 30.000097884586534 0.5554425139103623 28.32069696710506 0.36075315176851436 27.927100334278506 0.3025264741070282 28.74116655289408 0.3284669299038181 27.37823608383068 0.47511477026888416
97.97979797979798 31.56404751589324 0.5400670062501757 30.010402971421655 0.5779264333085371 28.339634942289578 0.3892521117046204 27.942697204364595 0.3266830164022381 28.753016730515178 0.3493929520499973 27.397506973678137 0.4928608601899125
98.98989898989899 31.57088739693416 0.5615138994534082 30.018100881384406 0.6022500098283057 28.356246185106546 0.4195855590964294 27.956303704172324 0.3524132121670798 28.762847796151803 0.3719794311397635 27.415409080315193 0.5115272615358452
100.0 31.57573073542919 0.5845779933221119 30.023588646911634 0.6283785662930365 28.37088880869074 0.4515902298846099 27.968225946250975 0.3795768084726951 28.770968736452716 0.39611795601622574 27.432156261886192 0.5310716730661305
